,fecha,nombre,provincia,altitud,tmed,prec,tmin,tmax,velmedia,racha
1547,2022-01-07,SAN FERNANDO,CADIZ,28,"11,6","0,0","7,6","15,5","2,2","8,3"
1563,2022-01-07,HINOJOSA DEL DUQUE,CORDOBA,551,"4,8","0,1","-1,7","11,4","1,7","5,8"
1569,2022-01-07,VILLANUEVA DE CÓRDOBA,CORDOBA,750,"6,8","0,0","1,5","12,1","2,2","11,1"
1576,2022-01-07,CAZALLA DE LA SIERRA,SEVILLA,550,"7,1","0,0","0,3","13,9","1,7","8,3"
1580,2022-01-07,JAÉN,JAEN,580,"6,8","0,0","1,9","11,6","1,1","5,3"
1592,2022-01-07,SEVILLA AEROPUERTO,SEVILLA,34,"9,6","0,0","4,1","15,1","3,3","8,9"
1593,2022-01-07,TORROX,MALAGA,3,"13,6","0,0","8,8","18,5","2,2","5,6"
1596,2022-01-07,"MÁLAGA, CENTRO METEOROLÓGICO",MALAGA,54,"13,0","1,0","7,4","18,5","1,4","8,3"
1597,2022-01-07,GRANADA AEROPUERTO,GRANADA,560,"5,8","0,0","-2,9","14,6","0,8","7,2"
1600,2022-01-07,FUENGIROLA,MALAGA,8,,"0,0",,,"1,4","8,3"
1625,2022-01-07,ABLA,ALMERIA,869,"10,0","0,0","3,1","16,9","1,9","7,5"
1628,2022-01-07,ALAJAR,HUELVA,572,"10,7","0,0","5,3","16,1","4,2","14,7"
1635,2022-01-07,LOJA,GRANADA,760,"7,4",,"-0,7","15,6","0,8","8,1"
1636,2022-01-07,MÁLAGA AEROPUERTO,MALAGA,7,"12,1","0,0","7,1","17,1","3,1","11,7"
1651,2022-01-07,GRAZALEMA,CADIZ,913,"7,6","0,0","1,1","14,0","1,9","5,8"
1656,2022-01-07,ANDÚJAR,JAEN,202,"7,2","0,0","-0,6","15,0","1,1","5,8"
1658,2022-01-07,CÁDIZ,CADIZ,2,"12,1","0,0","8,9","15,3","5,0","11,1"
1669,2022-01-07,ALMERÍA AEROPUERTO,ALMERIA,21,"12,4","0,0","8,0","16,7","3,3","9,2"
1673,2022-01-07,"HUELVA, RONDA ESTE",HUELVA,18,"10,6","0,0","4,4","16,9","1,9","5,8"
1676,2022-01-07,"ROTA, BASE NAVAL",CADIZ,21,"10,4","0,0","5,1","15,6","3,1","10,8"
1678,2022-01-07,AYAMONTE,HUELVA,3,"12,1","0,0","7,2","17,0","1,4","7,5"
1687,2022-01-07,TARIFA,CADIZ,32,"11,8","0,0","8,6","14,9","2,5","7,2"
1696,2022-01-07,LA RODA DE ANDALUCÍA,SEVILLA,410,"7,0","0,0","0,0","14,0","2,2","10,0"
1700,2022-01-08,ANTEQUERA,MALAGA,408,"6,3","0,0","-1,6","14,2","0,6","3,9"
1712,2022-01-08,ROQUETAS DE MAR,ALMERIA,3,,"0,0",,,,
1718,2022-01-08,HUÉRCAL-OVERA,ALMERIA,300,"10,2","0,0","2,4","18,0","0,3","7,5"
1740,2022-01-08,ADRA,ALMERIA,8,"13,8","0,0","9,8","17,7","1,9","8,1"
1744,2022-01-08,SANTA ELENA,JAEN,770,"5,6","0,0","1,9","9,3","2,2","7,5"
1746,2022-01-08,ARROYO DEL OJANCO,JAEN,580,"6,0","0,0","0,3","11,6",,
1755,2022-01-08,GRANADA BASE AÉREA,GRANADA,687,"4,7","0,0","-2,1","11,5","2,5","4,4"
1758,2022-01-08,"MOGUER, EL ARENOSILLO",HUELVA,41,"11,4","0,0","5,1","17,6","3,1","8,3"
1764,2022-01-08,VEJER DE LA FRONTERA,CADIZ,186,"13,6","0,0","8,5","18,6","1,4","7,5"
1768,2022-01-08,DOÑA MENCÍA,CORDOBA,650,"10,0","0,0","4,7","15,4","1,4","7,5"
1773,2022-01-08,CÓRDOBA AEROPUERTO,CORDOBA,90,"7,7","0,0","1,0","14,4","1,7","6,1"
1775,2022-01-08,ÉCIJA,SEVILLA,130,"9,7","0,0","2,6","16,8","1,7","6,1"
1778,2022-01-08,ESTEPONA,MALAGA,19,"13,4","0,0","9,0","17,9","1,4","6,1"
1784,2022-01-08,JEREZ DE LA FRONTERA AEROPUERTO,CADIZ,27,"9,3","0,0","1,0","17,6","2,5","7,2"
1788,2022-01-08,MORÓN DE LA FRONTERA,SEVILLA,87,"10,1","0,0","3,4","16,8","2,5","7,2"
1789,2022-01-08,BAZA,GRANADA,785,"3,1","0,0","-4,9","11,1","3,9","10,6"
1790,2022-01-08,SAN FERNANDO,CADIZ,28,"11,8","0,0","6,7","17,0","1,4","5,0"
1806,2022-01-08,HINOJOSA DEL DUQUE,CORDOBA,551,"5,0","0,1","-1,2","11,2","0,8","3,9"
1812,2022-01-08,VILLANUEVA DE CÓRDOBA,CORDOBA,750,"6,6","0,0","1,5","11,6","1,7","6,1"
1819,2022-01-08,CAZALLA DE LA SIERRA,SEVILLA,550,"8,0","0,0","-0,6","16,5","0,6","5,6"
1823,2022-01-08,JAÉN,JAEN,580,"7,3","0,0","3,7","10,9","1,4","5,6"
1835,2022-01-08,SEVILLA AEROPUERTO,SEVILLA,34,"10,2","0,0","4,0","16,3","3,3","7,2"
1836,2022-01-08,TORROX,MALAGA,3,"13,4","0,0","8,9","17,9","3,1","6,1"
1839,2022-01-08,"MÁLAGA, CENTRO METEOROLÓGICO",MALAGA,54,"13,9","0,0","6,6","21,2","1,9","7,8"
1840,2022-01-08,GRANADA AEROPUERTO,GRANADA,560,"5,0","0,0","-2,9","12,9","0,6","4,2"
1843,2022-01-08,FUENGIROLA,MALAGA,8,,"0,0",,,"1,9","5,6"
1868,2022-01-08,ABLA,ALMERIA,869,"9,6","0,0","3,0","16,2","3,1","8,3"
1871,2022-01-08,ALAJAR,HUELVA,572,"11,8","0,0","6,5","17,2","1,7","12,5"
1878,2022-01-08,LOJA,GRANADA,760,"8,0",,"0,7","15,2","1,1","6,7"
1879,2022-01-08,MÁLAGA AEROPUERTO,MALAGA,7,"12,5","0,0","4,4","20,6","3,1","13,3"
1894,2022-01-08,GRAZALEMA,CADIZ,913,"8,7","0,0","2,2","15,2","1,9","4,2"
1899,2022-01-08,ANDÚJAR,JAEN,202,"6,3","0,0","-0,7","13,3","1,1","4,4"
1901,2022-01-08,CÁDIZ,CADIZ,2,"12,0","0,0","7,4","16,5","3,3","5,8"
1912,2022-01-08,ALMERÍA AEROPUERTO,ALMERIA,21,"12,6","0,0","8,0","17,1","5,8","9,2"
1916,2022-01-08,"HUELVA, RONDA ESTE",HUELVA,18,"12,2","0,0","5,8","18,6","2,8","8,1"
1919,2022-01-08,"ROTA, BASE NAVAL",CADIZ,21,"10,1","0,0","3,4","16,8","3,1","8,9"
1921,2022-01-08,AYAMONTE,HUELVA,3,"13,0","0,0","6,7","19,3","1,7","6,1"
1930,2022-01-08,TARIFA,CADIZ,32,"11,8","0,0","8,4","15,1","4,7","13,6"
1939,2022-01-08,LA RODA DE ANDALUCÍA,SEVILLA,410,"7,8","0,0","-0,5","16,0","1,1","3,6"
1943,2022-01-09,ANTEQUERA,MALAGA,408,"5,9","0,1","-1,5","13,3","1,4","5,3"
1955,2022-01-09,ROQUETAS DE MAR,ALMERIA,3,,"0,0",,,,
1961,2022-01-09,HUÉRCAL-OVERA,ALMERIA,300,"16,2","0,0","10,8","21,7","5,6","15,3"
1983,2022-01-09,ADRA,ALMERIA,8,"13,8","0,0","9,5","18,1","0,6","7,5"
1987,2022-01-09,SANTA ELENA,JAEN,770,"4,6","0,0","0,5","8,6","1,7","6,1"
1989,2022-01-09,ARROYO DEL OJANCO,JAEN,580,"5,3","0,0","-1,6","12,2",,
1998,2022-01-09,GRANADA BASE AÉREA,GRANADA,687,"4,8","0,0","-4,1","13,7","1,7","4,4"
2001,2022-01-09,"MOGUER, EL ARENOSILLO",HUELVA,41,"7,5","0,0","-0,5","15,5","1,7","7,5"
2007,2022-01-09,VEJER DE LA FRONTERA,CADIZ,186,"11,7","0,0","9,0","14,4","3,1","7,5"
2010,2022-01-09,DOÑA MENCÍA,CORDOBA,650,"9,8","0,0","5,3","14,2","1,7","5,3"
2015,2022-01-09,CÓRDOBA AEROPUERTO,CORDOBA,90,"6,4","0,0","-1,4","14,3","1,9","5,0"
2017,2022-01-09,ÉCIJA,SEVILLA,130,"8,0","0,0","-0,6","16,5","0,6","4,2"
2020,2022-01-09,ESTEPONA,MALAGA,19,"13,6","0,0","7,8","19,4","2,5","6,1"
2026,2022-01-09,JEREZ DE LA FRONTERA AEROPUERTO,CADIZ,27,"7,3",Ip,"-0,9","15,5","1,9","6,1"
2030,2022-01-09,MORÓN DE LA FRONTERA,SEVILLA,87,"8,2","0,0","0,0","16,3","0,8","4,7"
2031,2022-01-09,BAZA,GRANADA,785,"6,2","0,0","-0,6","13,1","6,9","12,8"
2032,2022-01-09,SAN FERNANDO,CADIZ,28,"10,0","0,0","6,5","13,4","1,4","6,9"
2048,2022-01-09,HINOJOSA DEL DUQUE,CORDOBA,551,"6,6","0,0","0,2","13,1","4,4","8,9"
2054,2022-01-09,VILLANUEVA DE CÓRDOBA,CORDOBA,750,"5,8","0,0","0,7","10,9","2,5","9,7"
2061,2022-01-09,CAZALLA DE LA SIERRA,SEVILLA,550,"6,2","0,0","-1,9","14,2","2,2","7,8"
2065,2022-01-09,JAÉN,JAEN,580,"7,2","0,0","2,6","11,8","0,8","5,8"
2077,2022-01-09,SEVILLA AEROPUERTO,SEVILLA,34,"8,1","0,0","1,1","15,1","1,4","4,2"
2078,2022-01-09,TORROX,MALAGA,3,"16,9","0,0","8,1","25,7","5,0","11,9"
2081,2022-01-09,"MÁLAGA, CENTRO METEOROLÓGICO",MALAGA,54,"15,2","0,0","10,1","20,2","6,1","12,5"
2082,2022-01-09,GRANADA AEROPUERTO,GRANADA,560,"5,2","0,0","-4,1","14,5","1,1","9,2"
2085,2022-01-09,FUENGIROLA,MALAGA,8,,"0,0",,,"1,7","11,7"
2110,2022-01-09,ABLA,ALMERIA,869,"12,4","0,0","7,8","17,1","3,9","10,3"
2113,2022-01-09,ALAJAR,HUELVA,572,"7,8","0,0","4,7","10,9","5,3","16,1"
2120,2022-01-09,LOJA,GRANADA,760,"6,0",,"-1,5","13,4","1,4","5,0"
2121,2022-01-09,MÁLAGA AEROPUERTO,MALAGA,7,"15,6","0,0","11,1","20,1","8,6","16,4"
2136,2022-01-09,GRAZALEMA,CADIZ,913,"9,2","0,0","3,2","15,3","1,1","8,9"
2141,2022-01-09,ANDÚJAR,JAEN,202,"6,0","0,0","-2,1","14,2","1,4","5,3"
2143,2022-01-09,CÁDIZ,CADIZ,2,"11,0","0,0","8,2","13,9","2,2","8,3"
2154,2022-01-09,ALMERÍA AEROPUERTO,ALMERIA,21,"13,7","0,0","6,9","20,5","2,5","9,2"
2158,2022-01-09,"HUELVA, RONDA ESTE",HUELVA,18,"10,0","0,0","4,9","15,1","3,1","10,0"
2161,2022-01-09,"ROTA, BASE NAVAL",CADIZ,21,"8,0","0,0","2,0","13,9","1,9","7,2"
2163,2022-01-09,AYAMONTE,HUELVA,3,"10,6","0,0","6,1","15,0","1,7","9,2"
2172,2022-01-09,TARIFA,CADIZ,32,"10,8","0,0","8,4","13,3","4,4","10,8"
2181,2022-01-09,LA RODA DE ANDALUCÍA,SEVILLA,410,"6,7","0,2","-0,8","14,2","1,9","8,1"
2185,2022-01-10,ANTEQUERA,MALAGA,408,"8,4","0,1","4,6","12,2","0,6","5,3"
2196,2022-01-10,ROQUETAS DE MAR,ALMERIA,3,,"0,0",,,,
2202,2022-01-10,HUÉRCAL-OVERA,ALMERIA,300,"17,4","0,0","11,1","23,6","2,5","12,8"
2224,2022-01-10,ADRA,ALMERIA,8,"17,2","0,0","12,2","22,2","0,6","5,6"
2228,2022-01-10,SANTA ELENA,JAEN,770,"8,0","0,0","5,6","10,4","1,1","8,1"
2230,2022-01-10,ARROYO DEL OJANCO,JAEN,580,"9,0","0,0","5,1","13,0",,
2238,2022-01-10,GRANADA BASE AÉREA,GRANADA,687,"7,9","0,0","0,7","15,1","2,2","4,2"
2241,2022-01-10,"MOGUER, EL ARENOSILLO",HUELVA,41,"12,6","0,0","7,3","18,0","1,7","5,8"
2247,2022-01-10,VEJER DE LA FRONTERA,CADIZ,186,"13,0","0,0","9,5","16,4","3,6","10,3"
2250,2022-01-10,DOÑA MENCÍA,CORDOBA,650,"10,8","0,0","8,2","13,3","2,5","8,3"
2255,2022-01-10,CÓRDOBA AEROPUERTO,CORDOBA,90,"9,1","0,0","4,8","13,4","1,7","12,8"
2257,2022-01-10,ÉCIJA,SEVILLA,130,"10,2","0,0","5,0","15,5","0,3","5,0"
2260,2022-01-10,ESTEPONA,MALAGA,19,"16,3","0,0","12,2","20,4","1,1","5,3"
2266,2022-01-10,JEREZ DE LA FRONTERA AEROPUERTO,CADIZ,27,"11,3","0,0","5,6","17,0","5,6",
2270,2022-01-10,MORÓN DE LA FRONTERA,SEVILLA,87,"10,0","0,0","3,9","16,0","1,9","7,8"
2271,2022-01-10,BAZA,GRANADA,785,"10,6","0,0","5,2","16,0","5,8",
2272,2022-01-10,SAN FERNANDO,CADIZ,28,"12,8","0,0","8,7","16,8","1,9","9,2"
2288,2022-01-10,HINOJOSA DEL DUQUE,CORDOBA,551,"9,0","0,2","6,7","11,2","1,9","5,0"
2294,2022-01-10,VILLANUEVA DE CÓRDOBA,CORDOBA,750,"8,0","0,2","5,3","10,7","2,2","7,5"
2301,2022-01-10,CAZALLA DE LA SIERRA,SEVILLA,550,"11,2","0,0","7,6","14,9","1,1","7,2"
2305,2022-01-10,JAÉN,JAEN,580,"9,0","0,0","6,4","11,6","1,1","4,7"
2317,2022-01-10,SEVILLA AEROPUERTO,SEVILLA,34,"10,6","0,0","5,2","16,1","1,9","7,2"
2318,2022-01-10,TORROX,MALAGA,3,"16,8","0,0","12,7","21,0","3,3","9,7"
2321,2022-01-10,"MÁLAGA, CENTRO METEOROLÓGICO",MALAGA,54,"16,1","0,0","12,1","20,1","5,6","14,2"
2322,2022-01-10,GRANADA AEROPUERTO,GRANADA,560,"7,8","0,0","-0,5","16,0","0,3","4,7"
2325,2022-01-10,FUENGIROLA,MALAGA,8,,"0,0",,,"3,1","18,3"
2350,2022-01-10,ABLA,ALMERIA,869,"13,4","0,0","7,2","19,7","2,8","8,3"
2353,2022-01-10,ALAJAR,HUELVA,572,"12,2","0,0","8,3","16,2","4,7","16,9"
2360,2022-01-10,LOJA,GRANADA,760,"9,2",,"3,0","15,3","1,1","8,9"
2361,2022-01-10,MÁLAGA AEROPUERTO,MALAGA,7,"16,0","0,0","12,5","19,5","10,8","18,6"
2376,2022-01-10,GRAZALEMA,CADIZ,913,"10,6","0,0","6,1","15,1","1,1","3,6"
2381,2022-01-10,ANDÚJAR,JAEN,202,"8,4","0,0","2,8","14,1","0,8","5,3"
2383,2022-01-10,CÁDIZ,CADIZ,2,"13,2","0,0","10,5","15,8","5,6","11,4"
2394,2022-01-10,ALMERÍA AEROPUERTO,ALMERIA,21,"14,4","0,0","9,4","19,4","1,7","7,8"
2398,2022-01-10,"HUELVA, RONDA ESTE",HUELVA,18,"12,2","0,0","6,0","18,5","1,9","7,2"
2401,2022-01-10,"ROTA, BASE NAVAL",CADIZ,21,"11,5","0,0","6,3","16,7","4,2","9,7"
2403,2022-01-10,AYAMONTE,HUELVA,3,"14,7","0,0","12,2","17,2","1,7","6,7"
2412,2022-01-10,TARIFA,CADIZ,32,"12,5","0,0","9,0","16,0","5,6","12,2"
2421,2022-01-10,LA RODA DE ANDALUCÍA,SEVILLA,410,"7,4","0,0","2,7","12,1","1,7","7,5"
2425,2022-01-11,ANTEQUERA,MALAGA,408,"8,4","0,0","1,5","15,4","2,5","8,6"
2436,2022-01-11,ROQUETAS DE MAR,ALMERIA,3,,"0,0",,,,
2442,2022-01-11,HUÉRCAL-OVERA,ALMERIA,300,"11,2","0,0","6,7","15,6","1,7","5,8"
2463,2022-01-11,ADRA,ALMERIA,8,"15,2","0,0","12,3","18,1","2,5","8,6"
2467,2022-01-11,SANTA ELENA,JAEN,770,"9,6","0,0","6,5","12,7","3,9","11,1"
2469,2022-01-11,ARROYO DEL OJANCO,JAEN,580,"9,6","0,0","2,9","16,4",,
2477,2022-01-11,GRANADA BASE AÉREA,GRANADA,687,"9,3","0,0","2,2","16,4","3,3","6,1"
2480,2022-01-11,"MOGUER, EL ARENOSILLO",HUELVA,41,"14,0","0,0","7,7","20,2","3,3","10,0"
2486,2022-01-11,VEJER DE LA FRONTERA,CADIZ,186,"13,0","0,0","9,1","16,8","3,6","15,6"
2490,2022-01-11,DOÑA MENCÍA,CORDOBA,650,"12,7","0,0","8,5","16,9","2,2","13,3"
2495,2022-01-11,CÓRDOBA AEROPUERTO,CORDOBA,90,"12,2","0,0","5,6","18,7","2,8","8,3"
2497,2022-01-11,ÉCIJA,SEVILLA,130,"13,4","0,0","7,2","19,7","3,1","9,2"
2500,2022-01-11,ESTEPONA,MALAGA,19,"14,6","0,0","11,2","18,0","4,2",
2506,2022-01-11,JEREZ DE LA FRONTERA AEROPUERTO,CADIZ,27,"14,0","0,0","7,1","20,8","1,9","11,7"
2510,2022-01-11,MORÓN DE LA FRONTERA,SEVILLA,87,"13,9","0,0","7,3","20,5","3,6","8,1"
2511,2022-01-11,BAZA,GRANADA,785,"8,7","0,0","2,1","15,3","1,9",
2512,2022-01-11,SAN FERNANDO,CADIZ,28,"13,7",,"8,6","18,8","3,9","13,3"
2528,2022-01-11,HINOJOSA DEL DUQUE,CORDOBA,551,"9,6","0,1","3,4","15,8","2,8","9,2"
2535,2022-01-11,VILLANUEVA DE CÓRDOBA,CORDOBA,750,"10,2","0,0","5,3","15,0","4,2","14,4"
2542,2022-01-11,CAZALLA DE LA SIERRA,SEVILLA,550,"10,6","0,0","3,9","17,3","1,9","7,5"
2546,2022-01-11,JAÉN,JAEN,580,"11,6","0,0","8,5","14,8","2,2","7,5"
2558,2022-01-11,SEVILLA AEROPUERTO,SEVILLA,34,"12,1","0,0","5,5","18,7","4,7","13,3"
2559,2022-01-11,TORROX,MALAGA,3,"14,4","0,0","12,3","16,6","5,8","11,1"
2562,2022-01-11,"MÁLAGA, CENTRO METEOROLÓGICO",MALAGA,54,"14,2","0,0","10,8","17,7","3,1","8,6"
2563,2022-01-11,GRANADA AEROPUERTO,GRANADA,560,"9,0","0,0","0,5","17,6","1,1","5,8"
2566,2022-01-11,FUENGIROLA,MALAGA,8,,"0,0",,,"5,0","10,0"
2591,2022-01-11,ABLA,ALMERIA,869,"10,6","0,0","6,0","15,1","2,5","8,9"
2594,2022-01-11,ALAJAR,HUELVA,572,"14,0","0,0","9,6","18,4","3,9","11,9"
2601,2022-01-11,LOJA,GRANADA,760,"11,8",,"6,3","17,4","1,1","9,4"
2602,2022-01-11,MÁLAGA AEROPUERTO,MALAGA,7,"13,7","0,1","9,2","18,2","4,4","11,7"
2617,2022-01-11,GRAZALEMA,CADIZ,913,"11,4","0,0","6,1","16,7","1,7","8,3"
2622,2022-01-11,ANDÚJAR,JAEN,202,"9,7","0,0","1,1","18,3","1,4","7,5"
2624,2022-01-11,CÁDIZ,CADIZ,2,"14,0","0,0","9,8","18,3","5,0","13,1"
2635,2022-01-11,ALMERÍA AEROPUERTO,ALMERIA,21,"14,3","0,0","10,2","18,4","5,6","13,3"
2639,2022-01-11,"HUELVA, RONDA ESTE",HUELVA,18,"12,9","0,0","6,0","19,8","2,8","9,7"
2642,2022-01-11,"ROTA, BASE NAVAL",CADIZ,21,"13,6","0,0","8,1","19,2","3,9","11,7"
2644,2022-01-11,AYAMONTE,HUELVA,3,"15,0","0,0","9,5","20,5","1,4","7,8"
2653,2022-01-11,TARIFA,CADIZ,32,"12,8","0,0","9,3","16,2","5,6","19,2"
2662,2022-01-11,LA RODA DE ANDALUCÍA,SEVILLA,410,"9,7","0,0","2,3","17,1","2,8","9,4"
2666,2022-01-12,ANTEQUERA,MALAGA,408,"10,2","0,0","7,7","12,6","3,6","12,5"
2677,2022-01-12,ROQUETAS DE MAR,ALMERIA,3,,"0,0",,,,
2683,2022-01-12,HUÉRCAL-OVERA,ALMERIA,300,"10,0","0,0","5,2","14,9","0,3","6,1"
2704,2022-01-12,ADRA,ALMERIA,8,"13,6","0,0","11,0","16,2","2,2","12,2"
2708,2022-01-12,SANTA ELENA,JAEN,770,"8,3","0,0","4,6","12,0","1,4","6,9"
2710,2022-01-12,ARROYO DEL OJANCO,JAEN,580,"9,9","0,0","4,0","15,8",,
2719,2022-01-12,GRANADA BASE AÉREA,GRANADA,687,"7,2","0,0","0,8","13,5","2,2","5,8"
2722,2022-01-12,"MOGUER, EL ARENOSILLO",HUELVA,41,"12,3","0,0","6,5","18,1","2,2","11,1"
2728,2022-01-12,VEJER DE LA FRONTERA,CADIZ,186,"13,4","0,0","10,9","15,8","4,7","18,1"
2732,2022-01-12,DOÑA MENCÍA,CORDOBA,650,"10,8","0,0","6,9","14,6","1,1","13,3"
2737,2022-01-12,CÓRDOBA AEROPUERTO,CORDOBA,90,"10,0","0,0","2,4","17,6","1,7","6,7"
2739,2022-01-12,ÉCIJA,SEVILLA,130,"11,6","0,0","4,6","18,7","1,7","6,4"
2742,2022-01-12,ESTEPONA,MALAGA,19,"13,8","0,4","12,2","15,3","6,1","16,1"
2748,2022-01-12,JEREZ DE LA FRONTERA AEROPUERTO,CADIZ,27,"11,6","0,0","4,4","18,7","3,1","11,4"
2752,2022-01-12,MORÓN DE LA FRONTERA,SEVILLA,87,"12,9","0,0","7,4","18,4","3,3","8,9"
2753,2022-01-12,BAZA,GRANADA,785,"7,2","0,0","0,2","14,1","2,2",
2754,2022-01-12,SAN FERNANDO,CADIZ,28,"14,1","0,0","11,2","17,0","5,3","15,0"
2770,2022-01-12,HINOJOSA DEL DUQUE,CORDOBA,551,"8,2","0,0","2,1","14,2","1,7","5,0"
2777,2022-01-12,VILLANUEVA DE CÓRDOBA,CORDOBA,750,"9,4","0,0","4,6","14,2","1,7","7,2"
2784,2022-01-12,CAZALLA DE LA SIERRA,SEVILLA,550,"8,6","0,1","2,1","15,1","1,4","5,3"
2788,2022-01-12,JAÉN,JAEN,580,"10,0","0,0","5,9","14,2","2,2","13,6"
2800,2022-01-12,SEVILLA AEROPUERTO,SEVILLA,34,"12,0","0,0","6,4","17,5","4,7","9,7"
2801,2022-01-12,TORROX,MALAGA,3,"13,6","0,8","12,5","14,8","8,9","13,6"
2804,2022-01-12,"MÁLAGA, CENTRO METEOROLÓGICO",MALAGA,54,"12,5","1,8","10,2","14,8","3,9","10,6"
2805,2022-01-12,GRANADA AEROPUERTO,GRANADA,560,"7,7","0,0","0,9","14,5","0,6","7,2"
2808,2022-01-12,FUENGIROLA,MALAGA,8,,"0,0",,,"6,1","13,3"
2833,2022-01-12,ABLA,ALMERIA,869,"7,7","0,0","3,1","12,3","1,9","8,3"
2836,2022-01-12,ALAJAR,HUELVA,572,"11,6","0,0","7,1","16,1","2,5","8,3"
2843,2022-01-12,LOJA,GRANADA,760,"9,2",,"4,3","14,1","0,6","5,0"
2844,2022-01-12,MÁLAGA AEROPUERTO,MALAGA,7,"13,4","0,3","10,7","16,2","4,7","11,7"
2859,2022-01-12,GRAZALEMA,CADIZ,913,"8,6","0,0","6,0","11,1","2,2","11,1"
2864,2022-01-12,ANDÚJAR,JAEN,202,"8,6","0,0","0,5","16,7","0,8","6,1"
2866,2022-01-12,CÁDIZ,CADIZ,2,"14,2","0,0","11,5","16,9","7,5","17,2"
2877,2022-01-12,ALMERÍA AEROPUERTO,ALMERIA,21,"13,2","1,9","9,3","17,2","4,4","11,4"
2881,2022-01-12,"HUELVA, RONDA ESTE",HUELVA,18,"12,8","0,0","7,1","18,4","2,2","7,5"
2884,2022-01-12,"ROTA, BASE NAVAL",CADIZ,21,"12,4","0,0","6,9","17,9","5,6","12,8"
2886,2022-01-12,AYAMONTE,HUELVA,3,"12,6","0,0","6,4","18,9","0,6","5,0"
2895,2022-01-12,TARIFA,CADIZ,32,"14,0","0,0","12,8","15,2","11,9","23,3"
2903,2022-01-12,LA RODA DE ANDALUCÍA,SEVILLA,410,"10,2","0,0","5,0","15,3","3,1","8,9"
2907,2022-01-13,ANTEQUERA,MALAGA,408,"9,9","0,0","7,4","12,4","4,2","13,9"
2918,2022-01-13,ROQUETAS DE MAR,ALMERIA,3,,"0,0",,,,
2924,2022-01-13,HUÉRCAL-OVERA,ALMERIA,300,"8,3","0,0","3,7","12,9","0,3","6,9"
2945,2022-01-13,ADRA,ALMERIA,8,"13,2","0,0","10,4","16,0","3,3","10,6"
2949,2022-01-13,SANTA ELENA,JAEN,770,"6,4","0,0","1,8","11,0","1,7","4,7"
2951,2022-01-13,ARROYO DEL OJANCO,JAEN,580,"8,4","0,0","3,7","13,1",,
2960,2022-01-13,GRANADA BASE AÉREA,GRANADA,687,"5,3","0,0","-2,2","12,8","3,1","7,5"
2963,2022-01-13,"MOGUER, EL ARENOSILLO",HUELVA,41,"11,2","0,0","5,0","17,3","3,3","8,9"
2969,2022-01-13,VEJER DE LA FRONTERA,CADIZ,186,"12,8","0,0","10,6","14,9","6,9","18,9"
2973,2022-01-13,DOÑA MENCÍA,CORDOBA,650,"10,4","0,0","6,0","14,8","1,4","11,1"
2978,2022-01-13,CÓRDOBA AEROPUERTO,CORDOBA,90,"8,0","0,0","0,8","15,3","2,5","7,2"
2980,2022-01-13,ÉCIJA,SEVILLA,130,"10,2","0,0","3,5","17,0","2,8","9,2"
2983,2022-01-13,ESTEPONA,MALAGA,19,"13,6","3,6","12,5","14,8","8,6","18,3"
2989,2022-01-13,JEREZ DE LA FRONTERA AEROPUERTO,CADIZ,27,"11,0",Ip,"4,6","17,5","5,3","16,1"
2993,2022-01-13,MORÓN DE LA FRONTERA,SEVILLA,87,"12,2","0,0","7,5","17,0","3,3","11,4"
2994,2022-01-13,BAZA,GRANADA,785,"4,5","0,0","-1,6","10,6","3,3","11,4"
2995,2022-01-13,SAN FERNANDO,CADIZ,28,"14,3","0,0","12,3","16,3","6,9","18,9"
3011,2022-01-13,HINOJOSA DEL DUQUE,CORDOBA,551,"6,0","0,0","-0,8","12,7","1,9","5,8"
3018,2022-01-13,VILLANUEVA DE CÓRDOBA,CORDOBA,750,"7,2","0,0","2,8","11,6","2,2","8,3"
3025,2022-01-13,CAZALLA DE LA SIERRA,SEVILLA,550,"6,6","0,0","0,8","12,4","2,8","10,6"
3029,2022-01-13,JAÉN,JAEN,580,"9,4","0,0","6,8","12,0","5,3","16,7"
3041,2022-01-13,SEVILLA AEROPUERTO,SEVILLA,34,"11,6","0,0","6,8","16,5","7,2","12,8"
3042,2022-01-13,TORROX,MALAGA,3,"13,4","0,0","12,6","14,3","11,1","16,7"
3045,2022-01-13,"MÁLAGA, CENTRO METEOROLÓGICO",MALAGA,54,"13,6","0,0","11,5","15,7","6,7","16,4"
3046,2022-01-13,GRANADA AEROPUERTO,GRANADA,560,"5,4","0,0","-2,8","13,5","1,7","7,8"
3049,2022-01-13,FUENGIROLA,MALAGA,8,,"0,2",,,"9,4","15,6"
3074,2022-01-13,ABLA,ALMERIA,869,"6,0","2,0","3,0","9,0","3,3","10,6"
3077,2022-01-13,ALAJAR,HUELVA,572,"9,7","0,0","6,4","13,0","3,9","13,3"
3084,2022-01-13,LOJA,GRANADA,760,"7,3",,"2,1","12,5","1,9","7,5"
3085,2022-01-13,MÁLAGA AEROPUERTO,MALAGA,7,"14,0","0,0","12,3","15,7","10,0","16,1"
3100,2022-01-13,GRAZALEMA,CADIZ,913,"7,3","0,0","5,9","8,7","4,4","12,8"
3105,2022-01-13,ANDÚJAR,JAEN,202,"8,9","0,0","2,6","15,2","0,8","8,6"
3107,2022-01-13,CÁDIZ,CADIZ,2,"14,4","0,0","13,0","15,9","11,4","21,4"
